Station ID,Name,Latitude,Longitude,Capacity,Bikes Available,Docks Available,Is Renting,Is Returning,Last Reported,Timestamp
08263959-1f3f-11e7-bf6b-3863bb334450,New Dominion Pkwy & Fountain Dr,38.960574,-77.356324,11,2,9,1,1,2024-11-27 18:19:51,2024-11-27 18:20:59
0825610d-1f3f-11e7-bf6b-3863bb334450,15th & F St NE,38.897195,-76.983575,19,7,12,1,1,2024-11-27 18:19:55,2024-11-27 18:20:59
d34d2639-ee43-4892-818f-f01116813744,The Mall at Prince Georges,38.968842,-76.954171,17,11,6,1,1,2024-11-27 18:19:56,2024-11-27 18:20:59
08261e7a-1f3f-11e7-bf6b-3863bb334450,2nd St & Massachusetts Ave NE,38.894972,-77.003135,23,17,4,1,1,2024-11-27 18:19:56,2024-11-27 18:20:59
082650b1-1f3f-11e7-bf6b-3863bb334450,New Hampshire & Kirklynn Ave,38.988101,-76.988422,15,6,9,1,1,2024-11-27 18:19:56,2024-11-27 18:20:59
082604dd-1f3f-11e7-bf6b-3863bb334450,2nd & G St NE,38.89967,-77.003666,23,20,3,1,1,2024-11-27 18:20:01,2024-11-27 18:20:59
c98241f4-a3c0-4eb8-86bd-dd057baa0192,N Shore Dr & Wainwright Dr,38.963782,-77.349764,12,10,2,1,1,2024-11-27 18:20:01,2024-11-27 18:20:59
0826183f-1f3f-11e7-bf6b-3863bb334450,16th & R St NW,38.912652,-77.036278,19,2,17,1,1,2024-11-27 18:19:57,2024-11-27 18:20:59
0825b553-1f3f-11e7-bf6b-3863bb334450,Silver Spring Transit Center - Top Level,38.99403485060837,-77.03037142753601,15,5,10,1,1,2024-11-27 18:19:57,2024-11-27 18:20:59
08263aa1-1f3f-11e7-bf6b-3863bb334450,1st & D St SE,38.884916,-77.005965,19,10,9,1,1,2024-11-27 18:19:58,2024-11-27 18:20:59
0824bce1-1f3f-11e7-bf6b-3863bb334450,3rd & H St NE,38.900412,-77.001949,19,6,12,1,1,2024-11-27 18:19:58,2024-11-27 18:20:59
6edca550-d78f-4c5d-ad2c-79d1ce88c48d,White Oak Transit Center,39.04104,-76.987125,19,0,11,0,0,2024-11-04 12:17:14,2024-11-27 18:20:59
fbbeab20-556d-4275-98a9-f84d316c157f,8th & H St NE,38.899941626884754,-76.99489653110504,19,13,3,1,1,2024-11-27 18:20:00,2024-11-27 18:20:59
0825f2b1-1f3f-11e7-bf6b-3863bb334450,Bethesda Metro / Wisconsin Ave & Old Georgetown Rd,38.984691,-77.094537,12,4,6,1,1,2024-11-27 18:20:00,2024-11-27 18:20:59
f08db1df-054a-46c8-a3e1-b349f2a26d5e,Vaden Dr & Royal Victoria Dr/Jim Scott Cmty Ctr,38.873261,-77.272999,11,4,6,1,1,2024-11-27 18:20:02,2024-11-27 18:20:59
e976c0ab-bc21-42b3-a2c2-b90def6f54f4,Becontree Ln & Goldenrain Ct,38.966848,-77.329282,12,5,7,1,1,2024-11-27 18:20:02,2024-11-27 18:20:59
83c9bc80-bc42-4e5d-9f5e-6c24812e6e37,Wilson Blvd & N Oak St,38.895068,-77.07386,17,3,14,1,1,2024-11-27 18:20:03,2024-11-27 18:20:59
1934289487117353510,Kansas Ave & Tuckerman St NW / Lamond Rec ,38.967492,-77.007003,15,15,0,1,1,2024-11-27 18:20:04,2024-11-27 18:20:59
e456b38d-7f5e-4d06-b2bc-022b42097a06,N Hampton Dr & Ford Ave,38.837306,-77.106111,11,3,8,1,1,2024-11-27 18:20:04,2024-11-27 18:20:59
6d5ad96d-a704-4fa6-8b65-3ac643c5aa93,Lincoln Rd & Seaton Pl NE/Harry Thomas Rec Center,38.915,-77.0078,19,5,14,1,1,2024-11-27 18:20:04,2024-11-27 18:20:59
08256d91-1f3f-11e7-bf6b-3863bb334450,Constitution Ave & 2nd St NW/DOL,38.892275,-77.013917,27,11,14,1,1,2024-11-27 18:20:05,2024-11-27 18:20:59
6e652351-dad9-45e4-a0a7-dda0417973f4,E Fairfax St & S Washington St,38.880612,-77.171891,12,4,7,1,1,2024-11-27 18:20:06,2024-11-27 18:20:59
08254284-1f3f-11e7-bf6b-3863bb334450,Lincoln Memorial,38.888255,-77.0494365,25,5,20,1,1,2024-11-27 18:20:06,2024-11-27 18:20:59
0825525a-1f3f-11e7-bf6b-3863bb334450,15th & Euclid St NW,38.92333,-77.0352,15,13,3,1,1,2024-11-27 18:20:06,2024-11-27 18:20:59
08262494-1f3f-11e7-bf6b-3863bb334450,Mount Vernon Ave & Four Mile Run Park,38.843422,-77.064016,15,3,12,1,1,2024-11-27 18:20:08,2024-11-27 18:20:59
0825ac97-1f3f-11e7-bf6b-3863bb334450,Fenton St & Gist Ave,38.989724,-77.023854,11,7,4,1,1,2024-11-27 18:20:08,2024-11-27 18:20:59
ebbf6e18-684d-4fc9-ad4d-c025b8d76556,Prince George's Plaza Metro,38.965742,-76.954803,17,5,12,1,1,2024-11-27 18:20:09,2024-11-27 18:20:59
9973e0f4-23dd-4b50-9ef4-8408fa8a1105,South Capitol St and Southern Ave SE,38.821563,-77.001095,15,12,2,1,1,2024-11-27 18:18:14,2024-11-27 18:20:59
08249a1c-1f3f-11e7-bf6b-3863bb334450,Eastern Market / 7th & North Carolina Ave SE,38.886952,-76.996806,15,9,5,1,1,2024-11-27 18:18:26,2024-11-27 18:20:59
199df30f-328b-48af-8627-952bd9d6fe7c,Rhode Island Ave & 39th St / Brentwood Arts Exchange,38.939271,-76.955047,15,9,6,1,1,2024-11-27 18:18:26,2024-11-27 18:20:59
0627dc3c-5c62-4ab1-a6f0-3635c6f80d23,MBT & Bryant St NE,38.92240364115446,-76.9960230588913,19,6,11,1,1,2024-11-27 18:18:24,2024-11-27 18:20:59
99644655-ef85-4e13-a331-a344d88ded32,23rd St S & Hayes St,38.853002,-77.059496,15,7,8,1,1,2024-11-27 18:18:24,2024-11-27 18:20:59
1950995089993550758,55th & East Capitol St NE,38.889926,-76.922783,12,7,5,1,1,2024-11-27 18:18:44,2024-11-27 18:20:59
08247c29-1f3f-11e7-bf6b-3863bb334450,14th & Quincy St NW,38.938024,-77.032688,19,5,8,1,1,2024-11-27 18:18:44,2024-11-27 18:20:59
d1fd7121-67e3-46a9-b415-e84a565394f2,Kansas Ave & Longfellow St NW,38.958098,-77.013821,19,16,3,1,1,2024-11-27 18:18:45,2024-11-27 18:20:59
d325a449-32d7-488d-b746-9455ad003834,22nd & H St NW,38.89892546716842,-77.04885238395946,17,7,10,1,1,2024-11-27 18:18:41,2024-11-27 18:20:59
0824e2e3-1f3f-11e7-bf6b-3863bb334450,Potomac Ave & 35th St S,38.844015,-77.050537,15,8,5,1,1,2024-11-27 18:18:42,2024-11-27 18:20:59
2213781a-5c69-43eb-9b33-346d61e7e1ba,White Oak Rec Center,39.0461435,-76.9757228,15,4,10,1,1,2024-11-27 18:18:45,2024-11-27 18:20:59
461df1a0-fac6-4a11-ac4c-ff795e6299c9,Georgia Ave & Morton St NW,38.932128,-77.0235,19,4,13,1,1,2024-11-27 18:18:45,2024-11-27 18:20:59
ae007456-14ad-4619-a92e-e3a40f93a412,16th & Harvard St NW,38.926102,-77.03665,19,4,14,1,1,2024-11-27 18:19:04,2024-11-27 18:20:59
55d4e20d-6b27-485e-8115-4046ac2313ea,Whitehaven Pkwy & Foxhall Rd NW / GWU Mt. Vernon,38.916501,-77.0909109,19,3,16,1,1,2024-11-27 18:19:02,2024-11-27 18:20:59
a016ea6f-0d7f-45fb-b8ac-0cfe22cd972a,Eden Center,38.87380771851765,-77.15284913778305,12,8,4,1,1,2024-11-27 18:19:03,2024-11-27 18:20:59
08254d7e-1f3f-11e7-bf6b-3863bb334450,S Four Mile Run Dr & Walter Reed Dr,38.84736,-77.095431,12,4,5,1,1,2024-11-27 18:19:06,2024-11-27 18:20:59
